code,uri,label,definition,name_en,name_fr,name_es,name_ar,name_cn,name_ru,isscaap_group_code,taxon_scientific_name,taxon_code,taxon_author,taxon_family,taxon_order
HHB,,Sixgill stingray,Hexatrygon bickelli,Sixgill stingray,,,,台灣六鳃魟,,38,Hexatrygon bickelli,110802000101,Heemstra & Smith 1980,HEXATRYGONIDAE,MYLIOBATIFORMES
HHL,,,Hexatrygon longirostra,,,,,,,38,Hexatrygon longirostra,110802000102,(Chu & Meng 1981),HEXATRYGONIDAE,MYLIOBATIFORMES
RDR,,Short-tail stingray,Bathytoshia brevicaudata,Short-tail stingray,,,,,,38,Bathytoshia brevicaudata,110803000101,(Hutton 1875),DASYATIDAE,MYLIOBATIFORMES
RDC,,Roughtail stingray,Bathytoshia centroura,Roughtail stingray,Pastenague des îles,Raya-látigo isleña,,,,38,Bathytoshia centroura,110803000102,(Mitchill 1815),DASYATIDAE,MYLIOBATIFORMES
RDT,,,Bathytoshia lata,,,,,,,38,Bathytoshia lata,110803000103,(Garman 1880),DASYATIDAE,MYLIOBATIFORMES
DHM,,Scaly whipray,Brevitrygon imbricata,Scaly whipray,,,,,,38,Brevitrygon imbricata,110803000201,(Bloch & Schneider 1801),DASYATIDAE,MYLIOBATIFORMES
DHW,,Dwarf whipray,Brevitrygon walga,Dwarf whipray,,,,,,38,Brevitrygon walga,110803000202,(Müller & Henle 1841),DASYATIDAE,MYLIOBATIFORMES
RDH,,,Dasyatis chrysonota,,,,,,,38,Dasyatis chrysonota,110803000301,(Smith 1828),DASYATIDAE,MYLIOBATIFORMES
RDQ,,,Dasyatis marmorata,,,,,,,38,Dasyatis marmorata,110803000302,(Steindachner 1892),DASYATIDAE,MYLIOBATIFORMES
JDP,,Common stingray,Dasyatis pastinaca,Common stingray,Pastenague commune,Raya látigo común,شَعْنِين بحري شائع,篮纹鱼缸,Кот морской (=хвостокол),38,Dasyatis pastinaca,110803000303,(Linnaeus 1758),DASYATIDAE,MYLIOBATIFORMES
JDO,,Tortonese's stingray,Dasyatis tortonesei,Tortonese's stingray,Pastenague de Tortonese,,,,,38,Dasyatis tortonesei,110803000304,Capapé 1975,DASYATIDAE,MYLIOBATIFORMES
STI,,Stingrays nei,Dasyatis spp,Stingrays nei,Pastenagues nca,Pastinacas nep,,,,38,Dasyatis spp,1108030003XX,,DASYATIDAE,MYLIOBATIFORMES
DHX,,Marbled whipray,Fluvitrygon oxyrhynchus,Marbled whipray,,,,,,38,Fluvitrygon oxyrhynchus,110803000401,(Sauvage 1878),DASYATIDAE,MYLIOBATIFORMES
DHS,,White-rimmed stingray,Fluvitrygon signifer,White-rimmed stingray,,,,,,38,Fluvitrygon signifer,110803000402,(Compagno & Roberts 1982),DASYATIDAE,MYLIOBATIFORMES
RDG,,,Fontitrygon garouaensis,,,,,,,38,Fontitrygon garouaensis,110803000501,(Stauch & Blanc 1962),DASYATIDAE,MYLIOBATIFORMES
RDJ,,Sharpsnout stingray,Fontitrygon geijskesi,Sharpsnout stingray,Pastenague bécune,,,,,38,Fontitrygon geijskesi,110803000502,(Boeseman 1948),DASYATIDAE,MYLIOBATIFORMES
RDS,,Daisy stingray,Fontitrygon margarita,Daisy stingray,,,,,,38,Fontitrygon margarita,110803000503,(Günther 1870),DASYATIDAE,MYLIOBATIFORMES
RDE,,,Fontitrygon margaritella,,,,,,,38,Fontitrygon margaritella,110803000504,(Compagno & Roberts 1984),DASYATIDAE,MYLIOBATIFORMES
RDW,,,Fontitrygon ukpam,,,,,,,38,Fontitrygon ukpam,110803000505,(Smith 1863),DASYATIDAE,MYLIOBATIFORMES
WST,,Whip stingray,Hemitrygon akajei,Whip stingray,Pastenague du Pacifique,Raya látigo del Pacífico,,,,38,Hemitrygon akajei,110803000601,(Müller & Henle 1841),DASYATIDAE,MYLIOBATIFORMES
RDB,,Bennett's stingray,Hemitrygon bennettii,Bennett's stingray,,,,,,38,Hemitrygon bennettii,110803000602,(Müller & Henle 1841),DASYATIDAE,MYLIOBATIFORMES
RDF,,Estuary stingray,Hemitrygon fluviorum,Estuary stingray,,,,,,38,Hemitrygon fluviorum,110803000603,(Ogilby 1908),DASYATIDAE,MYLIOBATIFORMES
RDO,,Mekong stingray,Hemitrygon laosensis,Mekong stingray,,,,,,38,Hemitrygon laosensis,110803000604,(Roberts & Karnasuta 1987),DASYATIDAE,MYLIOBATIFORMES
DHR,,Mangrove whipray,Himantura granulatus,Mangrove whipray,,,,,,38,Himantura granulatus,110803000701,(Macleay 1883),DASYATIDAE,MYLIOBATIFORMES
DKL,,,Himantura leoparda,,,,,,,38,Himantura leoparda,110803000702,Manjaji-Matsumoto & Last 2008,DASYATIDAE,MYLIOBATIFORMES
DHN,,Blackedge whipray,Himantura marginata,Blackedge whipray,,,,,,38,Himantura marginata,110803000703,(Blyth 1860),DASYATIDAE,MYLIOBATIFORMES
DHV,,Honeycomb stingray,Himantura uarnak,Honeycomb stingray,Pastenague indienne,,,,,38,Himantura uarnak,110803000704,(Gmelin 1789),DASYATIDAE,MYLIOBATIFORMES
DHL,,Leopard whipray,Himantura undulata,Leopard whipray,,,,,,38,Himantura undulata,110803000705,(Bleeker 1852),DASYATIDAE,MYLIOBATIFORMES
FHJ,,Southern stingray,Hypanus americanus,Southern stingray,,,,,,38,Hypanus americanus,110803000801,(Hildebrand & Schroeder 1928),DASYATIDAE,MYLIOBATIFORMES
KHD,,Diamond stingray,Hypanus dipterurus,Diamond stingray,,Raya diamante,,,,38,Hypanus dipterurus,110803000802,(Jordan & Gilbert 1880),DASYATIDAE,MYLIOBATIFORMES
RDU,,Longnose stingray,Hypanus guttatus,Longnose stingray,Pastenague long nez,,,,,38,Hypanus guttatus,110803000803,(Bloch & Schneider 1801),DASYATIDAE,MYLIOBATIFORMES
KHL,,Longtail stingray,Hypanus longus,Longtail stingray,Pastenague queue longue,Raya látigo coluda,,,,38,Hypanus longus,110803000804,(Garman 1880),DASYATIDAE,MYLIOBATIFORMES
JDR,,,Hypanus rudis,,,,,,,38,Hypanus rudis,110803000805,(Günther 1870),DASYATIDAE,MYLIOBATIFORMES
JDS,,Atlantic stingray,Hypanus sabinus,Atlantic stingray,,,,,,38,Hypanus sabinus,110803000806,(Lesueur 1824),DASYATIDAE,MYLIOBATIFORMES
JDY,,Bluntnose stingray,Hypanus say,Bluntnose stingray,,,,,,38,Hypanus say,110803000807,(Lesueur 1817),DASYATIDAE,MYLIOBATIFORMES
FHP,,,Hypnaus spp,,,,,,,38,Hypnaus spp,1108030008XX,Rafinesque 1818,DASYATIDAE,MYLIOBATIFORMES
DHG,,Sharpnose stingray,Maculabatis gerrardi,Sharpnose stingray,,,,,,38,Maculabatis gerrardi,110803000901,(Gray 1851),DASYATIDAE,MYLIOBATIFORMES
DHT,,Black-spotted whipray,Maculabatis toshi,Black-spotted whipray,,,,,,38,Maculabatis toshi,110803000902,(Whitley 1939),DASYATIDAE,MYLIOBATIFORMES
RDP,,Smalleye stingray,Megatrygon microps,Smalleye stingray,,,,,,38,Megatrygon microps,110803001001,(Annandale 1908),DASYATIDAE,MYLIOBATIFORMES
RDN,,Plain maskray,Neotrygon annotata,Plain maskray,,,,,,38,Neotrygon annotata,110803001101,(Last 1987),DASYATIDAE,MYLIOBATIFORMES
RDK,,Blue-spotted stingray,Neotrygon kuhlii,Blue-spotted stingray,Pastenague à points bleus,,,,,38,Neotrygon kuhlii,110803001102,(Müller & Henle 1841),DASYATIDAE,MYLIOBATIFORMES
RDY,,Painted maskray,Neotrygon leylandi,Painted maskray,,,,,,38,Neotrygon leylandi,110803001103,(Last 1987),DASYATIDAE,MYLIOBATIFORMES
DYP,,Cowtail stingray,Pastinachus sephen,Cowtail stingray,Pastenague plumetée,,,,,38,Pastinachus sephen,110803001201,(Forsskål 1775),DASYATIDAE,MYLIOBATIFORMES
DHB,,Bleeker's whipray,Pateobatis bleekeri,Bleeker's whipray,,,,,,38,Pateobatis bleekeri,110803001301,(Blyth 1860),DASYATIDAE,MYLIOBATIFORMES
DHF,,Pink whipray,Pateobatis fai,Pink whipray,Raie fouet,,,,,38,Pateobatis fai,110803001302,(Jordan & Seale 1906),DASYATIDAE,MYLIOBATIFORMES
DHJ,,Jenkins whipray,Pateobatis jenkinsii,Jenkins whipray,,,,,,38,Pateobatis jenkinsii,110803001303,(Annandale 1909),DASYATIDAE,MYLIOBATIFORMES
PLS,,Pelagic stingray,Pteroplatytrygon violacea,Pelagic stingray,Pastenague violette,Raya-látigo violeta,,,,38,Pteroplatytrygon violacea,110803001401,(Bonaparte 1832),DASYATIDAE,MYLIOBATIFORMES
RTY,,Ribbontail stingray,Taeniura lymma,Ribbontail stingray,Pastenague queue à ruban,,,,,38,Taeniura lymma,110803001501,(Fabricius 1775),DASYATIDAE,MYLIOBATIFORMES
RTB,,Round stingray,Taeniurops grabatus,Round stingray,,,,,,38,Taeniurops grabatus,110803001601,(Geoffroy St. Hilaire 1817),DASYATIDAE,MYLIOBATIFORMES
RTE,,Round ribbontail ray,Taeniurops meyeni,Round ribbontail ray,Pastenague éventail,,,,,38,Taeniurops meyeni,110803001602,(Müller & Henle 1841),DASYATIDAE,MYLIOBATIFORMES
RDZ,,Pale-edged stingray,Telatrygon zugei,Pale-edged stingray,,,,,,38,Telatrygon zugei,110803001701,(Müller & Henle 1841),DASYATIDAE,MYLIOBATIFORMES
RUA,,Porcupine ray,Urogymnus asperrimus,Porcupine ray,,,,,,38,Urogymnus asperrimus,110803001801,(Bloch & Schneider 1801),DASYATIDAE,MYLIOBATIFORMES
DHC,,Freshwater whipray,Urogymnus polylepis,Freshwater whipray,,,,,,38,Urogymnus polylepis,110803001802,(Bleeker 1852),DASYATIDAE,MYLIOBATIFORMES
STT,,"Stingrays, butterfly rays nei",Dasyatidae,"Stingrays, butterfly rays nei","Pastenagues, etc. nca","Pastinacas, etc. nep",,,,38,Dasyatidae,1108030XXXXX,,DASYATIDAE,MYLIOBATIFORMES
PPT,,,Potamotrygon constellata,,,,,,,38,Potamotrygon constellata,110804000101,(Vaillant 1880),POTAMOTRYGONIDAE,MYLIOBATIFORMES
PPY,,,Potamotrygon hystrix,,,,,,,38,Potamotrygon hystrix,110804000102,(Müller & Henle 1841),POTAMOTRYGONIDAE,MYLIOBATIFORMES
PPM,,,Potamotrygon magdalenae,,,,,,,38,Potamotrygon magdalenae,110804000103,(Duméril 1865),POTAMOTRYGONIDAE,MYLIOBATIFORMES
PPR,,South Am. freshwater stingray,Potamotrygon motoro,South Am. freshwater stingray,,Chucho de río,,,,38,Potamotrygon motoro,110804000104,(Müller & Henle 1841),POTAMOTRYGONIDAE,MYLIOBATIFORMES
PPI,,,Potamotrygon scobina,,,,,,,38,Potamotrygon scobina,110804000105,Garman 1913,POTAMOTRYGONIDAE,MYLIOBATIFORMES
PPP,,,Potamotrygon yepezi,,,,,,,38,Potamotrygon yepezi,110804000106,Castex & Castello 1970,POTAMOTRYGONIDAE,MYLIOBATIFORMES
QEX,,S.Am. freshwater stingrays nei,Potamotrygon spp,S.Am. freshwater stingrays nei,,Rayas de río sudamericana nep,,,,38,Potamotrygon spp,1108040001XX,,POTAMOTRYGONIDAE,MYLIOBATIFORMES
DHP,,Pacific chupare,Styracura pacifica,Pacific chupare,,,,,,38,Styracura pacifica,110804000201,(Beebe & Tee-Van 1941),POTAMOTRYGONIDAE,MYLIOBATIFORMES
DHH,,Chupare stingray,Styracura schmardae,Chupare stingray,Pastenague chupare,,,,,38,Styracura schmardae,110804000202,(Werner 1904),POTAMOTRYGONIDAE,MYLIOBATIFORMES
RUH,,Haller's round ray,Urobatis halleri,Haller's round ray,,,,,,38,Urobatis halleri,110805000101,(Cooper 1863),UROTRYGONIDAE,MYLIOBATIFORMES
JUA,,Spiny-tail round ray,Urotrygon aspidura,Spiny-tail round ray,,,,,,38,Urotrygon aspidura,110805000201,(Jordan & Gilbert 1882),UROTRYGONIDAE,MYLIOBATIFORMES
JUC,,Chilean round ray,Urotrygon chilensis,Chilean round ray,,,,,,38,Urotrygon chilensis,110805000202,(Günther 1872),UROTRYGONIDAE,MYLIOBATIFORMES
JUM,,,Urotrygon microphthalmum,,,,,,,38,Urotrygon microphthalmum,110805000203,Delsman 1941,UROTRYGONIDAE,MYLIOBATIFORMES
JUU,,Munda round ray,Urotrygon munda,Munda round ray,,,,,,38,Urotrygon munda,110805000204,Gill 1863,UROTRYGONIDAE,MYLIOBATIFORMES
JUN,,Dwarf round ray,Urotrygon nana,Dwarf round ray,,,,,,38,Urotrygon nana,110805000205,Miyake & McEachran 1988,UROTRYGONIDAE,MYLIOBATIFORMES
JUR,,Reticulate round ray,Urotrygon reticulata,Reticulate round ray,,,,,,38,Urotrygon reticulata,110805000206,Miyake & McEachran 1988,UROTRYGONIDAE,MYLIOBATIFORMES
JUO,,Rogers' round ray,Urotrygon rogersi,Rogers' round ray,,,,,,38,Urotrygon rogersi,110805000207,(Jordan & Starks 1895),UROTRYGONIDAE,MYLIOBATIFORMES
JUS,,Fake round ray,Urotrygon simulatrix,Fake round ray,,,,,,38,Urotrygon simulatrix,110805000208,Miyake & McEachran 1988,UROTRYGONIDAE,MYLIOBATIFORMES
RGL,,Spiny butterfly ray,Gymnura altavela,Spiny butterfly ray,Raie-papillon épineuse,Raya mariposa,,,,38,Gymnura altavela,110806000101,(Linnaeus 1758),GYMNURIDAE,MYLIOBATIFORMES
RGU,,Australian butterfly ray,Gymnura australis,Australian butterfly ray,,,,澳洲燕魟,,38,Gymnura australis,110806000102,(Ramsay & Ogilby 1886),GYMNURIDAE,MYLIOBATIFORMES
RGC,,Longsnout butterfly ray,Gymnura crebripunctata,Longsnout butterfly ray,,,,,,38,Gymnura crebripunctata,110806000103,(Peters 1869),GYMNURIDAE,MYLIOBATIFORMES
RGJ,,Japanese butterflyray,Gymnura japonica,Japanese butterflyray,,,,,,38,Gymnura japonica,110806000104,(Temminck & Schlegel 1850),GYMNURIDAE,MYLIOBATIFORMES
RGM,,California butterfly ray,Gymnura marmorata,California butterfly ray,Raie-papillon californienne,Raya mariposa californiana,,,,38,Gymnura marmorata,110806000105,(Cooper 1864),GYMNURIDAE,MYLIOBATIFORMES
RGI,,Smooth butterfly ray,Gymnura micrura,Smooth butterfly ray,Raie-papillon glabre,,,,,38,Gymnura micrura,110806000106,(Bloch & Schneider 1801),GYMNURIDAE,MYLIOBATIFORMES
RGP,,Long-tailed butterfly ray,Gymnura poecilura,Long-tailed butterfly ray,,,,,,38,Gymnura poecilura,110806000107,(Shaw 1804),GYMNURIDAE,MYLIOBATIFORMES
RGT,,Tentacled butterfly ray,Gymnura tentaculata,Tentacled butterfly ray,,,,,,38,Gymnura tentaculata,110806000108,(Müller & Henle 1841),GYMNURIDAE,MYLIOBATIFORMES
RGZ,,Zonetail butterfly ray,Gymnura zonura,Zonetail butterfly ray,,,,,,38,Gymnura zonura,110806000109,(Bleeker 1852),GYMNURIDAE,MYLIOBATIFORMES
QPI,,,Gymnura natalensis,,Raie-papillon du Natal,Raya mariposa de Natal,,,,38,Gymnura natalensis,110806000110,(Gilchrist & Thompson 1911),GYMNURIDAE,MYLIOBATIFORMES
RBY,,Butterfly rays nei,Gymnura spp,Butterfly rays nei,Raies-papillon nca,Rayas mariposa nep,,,,38,Gymnura spp,1108060001XX,,GYMNURIDAE,MYLIOBATIFORMES
RPD,,Deep-water stingray,Plesiobatis daviesi,Deep-water stingray,,,,,,38,Plesiobatis daviesi,110807000101,(Wallace 1967),PLESIOBATIDAE,MYLIOBATIFORMES
RUR,,,Spinilophus armatus,,,,,,,38,Spinilophus armatus,110808000101,(Müller & Henle 1841),UROLOPHIDAE,MYLIOBATIFORMES
RTU,,Western shovelnose stingaree,Trygonoptera mucosa,Western shovelnose stingaree,,,,,,38,Trygonoptera mucosa,110808000201,(Whitley 1939),UROLOPHIDAE,MYLIOBATIFORMES
RTO,,Striped stingaree,Trygonoptera ovalis,Striped stingaree,,,,卵形鹞扁魟,,38,Trygonoptera ovalis,110808000202,Last & Gomon 1987,UROLOPHIDAE,MYLIOBATIFORMES
RTP,,Masked stingaree,Trygonoptera personata,Masked stingaree,,,,,,38,Trygonoptera personata,110808000203,Last & Gomon 1987,UROLOPHIDAE,MYLIOBATIFORMES
RUY,,Common stingaree,Trygonoptera testacea,Common stingaree,,,,,,38,Trygonoptera testacea,110808000204,Müller & Henle 1841,UROLOPHIDAE,MYLIOBATIFORMES
RUU,,,Urolophus aurantiacus,,,,,,,38,Urolophus aurantiacus,110808000301,Müller & Henle 1841,UROLOPHIDAE,MYLIOBATIFORMES
RUC,,Sandyback stingaree,Urolophus bucculentus,Sandyback stingaree,,,,,,38,Urolophus bucculentus,110808000302,Macleay 1884,UROLOPHIDAE,MYLIOBATIFORMES
RUI,,Circular stingaree,Urolophus circularis,Circular stingaree,,,,,,38,Urolophus circularis,110808000303,McKay 1966,UROLOPHIDAE,MYLIOBATIFORMES
RUO,,Spot-on-spot round ray,Urolophus concentricus,Spot-on-spot round ray,,,,,,38,Urolophus concentricus,110808000304,Osburn & Nichols 1916,UROLOPHIDAE,MYLIOBATIFORMES
RUT,,Crossback stingaree,Urolophus cruciatus,Crossback stingaree,,,,,,38,Urolophus cruciatus,110808000305,(Lacépède 1804),UROLOPHIDAE,MYLIOBATIFORMES
RUE,,Wide stingaree,Urolophus expansus,Wide stingaree,,,,,,38,Urolophus expansus,110808000306,McCulloch 1916,UROLOPHIDAE,MYLIOBATIFORMES
RUV,,Patchwork stingaree,Urolophus flavomosaicus,Patchwork stingaree,,,,,,38,Urolophus flavomosaicus,110808000307,Last & Gomon 1987,UROLOPHIDAE,MYLIOBATIFORMES
RUG,,Spotted stingaree,Urolophus gigas,Spotted stingaree,,,,,,38,Urolophus gigas,110808000308,Scott 1954,UROLOPHIDAE,MYLIOBATIFORMES
RUJ,,Yellow stingray,Urolophus jamaicensis,Yellow stingray,,,,,,38,Urolophus jamaicensis,110808000309,(Cuvier 1816),UROLOPHIDAE,MYLIOBATIFORMES
RTJ,,,Urolophus javanicus,,,,,,,38,Urolophus javanicus,110808000310,(Martens 1864),UROLOPHIDAE,MYLIOBATIFORMES
RTK,,,Urolophus kaianus,,,,,,,38,Urolophus kaianus,110808000311,Günther 1880,UROLOPHIDAE,MYLIOBATIFORMES
RUL,,Lobed stingaree,Urolophus lobatus,Lobed stingaree,,,,,,38,Urolophus lobatus,110808000312,McKay 1966,UROLOPHIDAE,MYLIOBATIFORMES
RUM,,Spotted round ray,Urolophus maculatus,Spotted round ray,,,,,,38,Urolophus maculatus,110808000313,Garman 1913,UROLOPHIDAE,MYLIOBATIFORMES
RUK,,Mitotic stingaree,Urolophus mitosis,Mitotic stingaree,,,,,,38,Urolophus mitosis,110808000314,Last & Gomon 1987,UROLOPHIDAE,MYLIOBATIFORMES
RUQ,,Coastal stingaree,Urolophus orarius,Coastal stingaree,,,,,,38,Urolophus orarius,110808000315,Last & Gomon 1987,UROLOPHIDAE,MYLIOBATIFORMES
RUP,,Sparsely-spotted stingaree,Urolophus paucimaculatus,Sparsely-spotted stingaree,,,,,,38,Urolophus paucimaculatus,110808000316,Dixon 1969,UROLOPHIDAE,MYLIOBATIFORMES
RUX,,Yellowback stingaree,Urolophus sufflavus,Yellowback stingaree,,,,,,38,Urolophus sufflavus,110808000317,Whitley 1929,UROLOPHIDAE,MYLIOBATIFORMES
RUZ,,Greenback stingaree,Urolophus viridis,Greenback stingaree,,,,,,38,Urolophus viridis,110808000318,McCulloch 1916,UROLOPHIDAE,MYLIOBATIFORMES
RUW,,Brown stingaree,Urolophus westraliensis,Brown stingaree,,,,,,38,Urolophus westraliensis,110808000319,Last & Gomon 1987,UROLOPHIDAE,MYLIOBATIFORMES
RVX,,,Urolophus spp,,,,,,,38,Urolophus spp,1108080003XX,,UROLOPHIDAE,MYLIOBATIFORMES
MAF,,Longheaded eagle ray,Aetobatus flagellum,Longheaded eagle ray,,,,,,38,Aetobatus flagellum,110809000101,(Bloch & Schneider 1801),AETOBATIDAE,MYLIOBATIFORMES
MAE,,Spotted eagle ray,Aetobatus narinari,Spotted eagle ray,Aigle de mer léopard,Chucho pintado,,,,38,Aetobatus narinari,110809000102,(Euphrasen 1790),AETOBATIDAE,MYLIOBATIFORMES
MAO,,Ocellated eagle ray,Aetobatus ocellatus,Ocellated eagle ray,,,,,,38,Aetobatus ocellatus,110809000103,(Kuhl 1823),AETOBATIDAE,MYLIOBATIFORMES
AQX,,,Aetobatus spp,,,,,,,38,Aetobatus spp,1108090001XX,,AETOBATIDAE,MYLIOBATIFORMES
MPA,,Rough eagle ray,Aetomylaeus asperrimus,Rough eagle ray,,,,,,38,Aetomylaeus asperrimus,110810000101,(Gilbert 1898),MYLIOBATIDAE,MYLIOBATIFORMES
MPO,,Bull ray,Aetomylaeus bovinus,Bull ray,Aigle vachette,,,,,38,Aetomylaeus bovinus,110810000102,(Geoffroy St. Hilaire 1817),MYLIOBATIDAE,MYLIOBATIFORMES
RYM,,Mottled eagle ray,Aetomylaeus maculatus,Mottled eagle ray,,,,,,38,Aetomylaeus maculatus,110810000103,(Gray 1834),MYLIOBATIDAE,MYLIOBATIFORMES
RYV,,,Aetomylaeus milvus,,,,,,,38,Aetomylaeus milvus,110810000104,(Valenciennes 1841),MYLIOBATIDAE,MYLIOBATIFORMES
RYH,,Banded eagle ray,Aetomylaeus niehofii,Banded eagle ray,,,,,,38,Aetomylaeus niehofii,110810000105,(Bloch & Schneider 1801),MYLIOBATIDAE,MYLIOBATIFORMES
RYE,,Ornate eagle ray,Aetomylaeus vespertilio,Ornate eagle ray,,,,,,38,Aetomylaeus vespertilio,110810000106,(Bleeker 1852),MYLIOBATIDAE,MYLIOBATIFORMES
RJX,,,Aetomylaeus spp,,,,,,,38,Aetomylaeus spp,1108100001XX,,MYLIOBATIDAE,MYLIOBATIFORMES
MYL,,Common eagle ray,Myliobatis aquila,Common eagle ray,Aigle commun,Aguila marina,لِياء عُقاب شائع أو لياء نسر شائع,鲼,,38,Myliobatis aquila,110810000201,(Linnaeus 1758),MYLIOBATIDAE,MYLIOBATIFORMES
MYF,,Bat eagle ray,Myliobatis californica,Bat eagle ray,,,,加州鲼,,38,Myliobatis californica,110810000202,Gill 1865,MYLIOBATIDAE,MYLIOBATIFORMES
MYH,,,Myliobatis chilensis,,,,,,,38,Myliobatis chilensis,110810000203,Philippi 1892,MYLIOBATIDAE,MYLIOBATIFORMES
MYM,,Bullnose eagle ray,Myliobatis freminvillei,Bullnose eagle ray,Aigle de mer taureau,Águila naríz de vaca,,,,38,Myliobatis freminvillei,110810000204,Lesueur 1824,MYLIOBATIDAE,MYLIOBATIFORMES
MYO,,Southern eagle ray,Myliobatis goodei,Southern eagle ray,Aigle de mer du sud,,,,,38,Myliobatis goodei,110810000205,Garman 1885,MYLIOBATIDAE,MYLIOBATIFORMES
MYY,,Purple eagle ray,Myliobatis hamlyni,Purple eagle ray,,,,,,38,Myliobatis hamlyni,110810000206,Ogilby 1911,MYLIOBATIDAE,MYLIOBATIFORMES
MYT,,Snouted eagle ray,Myliobatis longirostris,Snouted eagle ray,,,,,,38,Myliobatis longirostris,110810000207,Applegate & Fitch 1964,MYLIOBATIDAE,MYLIOBATIFORMES
MYD,,Eagle ray,Myliobatis tenuicaudatus,Eagle ray,,,,,,38,Myliobatis tenuicaudatus,110810000208,Hector 1877,MYLIOBATIDAE,MYLIOBATIFORMES
MYJ,,Japanese eagle ray,Myliobatis tobijei,Japanese eagle ray,,,,,,38,Myliobatis tobijei,110810000209,Bleeker 1854,MYLIOBATIDAE,MYLIOBATIFORMES
MWX,,,Myliobatis spp,,,,,,,38,Myliobatis spp,1108100002XX,,MYLIOBATIDAE,MYLIOBATIFORMES
EAG,,Eagle rays nei,Myliobatidae,Eagle rays nei,Aigles de mer nca,Aguilas de mar nep,,,,38,Myliobatidae,1108100XXXXX,,MYLIOBATIDAE,MYLIOBATIFORMES
MRB,,Cownose ray,Rhinoptera bonasus,Cownose ray,Mourine américaine,Gavilán cubanito,,,,38,Rhinoptera bonasus,110811000101,(Mitchill 1815),RHINOPTERIDAE,MYLIOBATIFORMES
MRR,,Ticon cownose ray,Rhinoptera brasiliensis,Ticon cownose ray,,,,,,38,Rhinoptera brasiliensis,110811000102,Müller 1836,RHINOPTERIDAE,MYLIOBATIFORMES
MRJ,,Flapnose ray,Rhinoptera javanica,Flapnose ray,,,,,,38,Rhinoptera javanica,110811000103,Müller & Henle 1841,RHINOPTERIDAE,MYLIOBATIFORMES
MRY,,Oman cownose ray,Rhinoptera jayakari,Oman cownose ray,,,,,,38,Rhinoptera jayakari,110811000104,Boulenger 1895,RHINOPTERIDAE,MYLIOBATIFORMES
MRM,,Lusitanian cownose ray,Rhinoptera marginata,Lusitanian cownose ray,Mourine lusitanienne,Gavilán lusitánico,,,,38,Rhinoptera marginata,110811000105,(Geoffroy St. Hilaire 1817),RHINOPTERIDAE,MYLIOBATIFORMES
MRN,,Australian cownose ray,Rhinoptera neglecta,Australian cownose ray,,,,,,38,Rhinoptera neglecta,110811000106,Ogilby 1912,RHINOPTERIDAE,MYLIOBATIFORMES
MRS,,Pacific cownose ray,Rhinoptera steindachneri,Pacific cownose ray,,,,,,38,Rhinoptera steindachneri,110811000107,Evermann & Jenkins 1891,RHINOPTERIDAE,MYLIOBATIFORMES
NZX,,,Rhinoptera spp,,,,,,,38,Rhinoptera spp,1108110001XX,,RHINOPTERIDAE,MYLIOBATIFORMES
RMA,,,Mobula alfredi,,,,,,,38,Mobula alfredi,110812000101,(Krefft 1868),MOBULIDAE,MYLIOBATIFORMES
RMB,,Giant manta,Mobula birostris,Giant manta,Mante géante,Manta gigante,,鬼蝠魟(双吻前口蝠鲼),,38,Mobula birostris,110812000102,(Walbaum 1792),MOBULIDAE,MYLIOBATIFORMES
RME,,Longhorned mobula,Mobula eregoodoo,Longhorned mobula,,,,,,38,Mobula eregoodoo,110812000103,(Cantor 1849),MOBULIDAE,MYLIOBATIFORMES
RMH,,Lesser devil ray,Mobula hypostoma,Lesser devil ray,Mante diable,Manta del Golfo,,,,38,Mobula hypostoma,110812000104,(Bancroft 1831),MOBULIDAE,MYLIOBATIFORMES
RMK,,Shortfin devil ray,Mobula kuhlii,Shortfin devil ray,Petit diable,,,,,38,Mobula kuhlii,110812000105,(Müller & Henle 1841),MOBULIDAE,MYLIOBATIFORMES
RMM,,Devil fish,Mobula mobular,Devil fish,,Manta mobula,,蝠鲼,,38,Mobula mobular,110812000106,(Bonnaterre 1788),MOBULIDAE,MYLIOBATIFORMES
RMU,,Munk's devil ray,Mobula munkiana,Munk's devil ray,,,,,,38,Mobula munkiana,110812000107,Notarbartolo di Sciara 1987,MOBULIDAE,MYLIOBATIFORMES
RMN,,Lesser Guinean devil ray,Mobula rochebrunei,Lesser Guinean devil ray,Petit diable de Guinée,Diablito de Guinea,,,,38,Mobula rochebrunei,110812000108,(Vaillant 1879),MOBULIDAE,MYLIOBATIFORMES
RMT,,Chilean devil ray,Mobula tarapacana,Chilean devil ray,,,,,,38,Mobula tarapacana,110812000109,(Philippi 1892),MOBULIDAE,MYLIOBATIFORMES
RMO,,Smoothtail mobula,Mobula thurstoni,Smoothtail mobula,Mante vampire,,,,,38,Mobula thurstoni,110812000110,(Lloyd 1908),MOBULIDAE,MYLIOBATIFORMES
RMV,,Mobula nei,Mobula spp,Mobula nei,,,,,,38,Mobula spp,1108120001XX,,MOBULIDAE,MYLIOBATIFORMES
MAN,,"Mantas, devil rays nei",Mobulidae,"Mantas, devil rays nei","Mantes, diables de mer nca","Mantas, diablos nep",,,,38,Mobulidae,1108120XXXXX,,MOBULIDAE,MYLIOBATIFORMES
